postId,pageName,text,title,subtitle,stars,source,date,latitude,longitude,Brand,Sub-Category
R25G4Y0200CVMJ,Clarks Women's Orinoco Club Short Shaft Boots,They are quite difficult to get on and off as I have a high instep but once on they are comfy,"5.0 out of 5 stars
 Value",,5,Amazon Review,2021-06-11T23:00:00.000Z,,,clarks,Boots
R1ECXS9KLSVJJN,Clarks Women's Orinoco Club Short Shaft Boots,"Great shoes, spray with a protector if you have some","5.0 out of 5 stars
 Happy with shoes",,5,Amazon Review,2021-06-08T23:00:00.000Z,,,clarks,Boots
RD975259KND46,Clarks Women's Orinoco Club Short Shaft Boots,"Good quality boot but terrible fitting. Too small for my daughter who has tiny feet. Couldn’t even get on!
Bought two pairs of 4’s as good price & had this boot from Clark’s before.
Great return service from Amazon though.","1.0 out of 5 stars
 Terrible fitting.",,1,Amazon Review,2021-06-05T23:00:00.000Z,,,clarks,Boots
R224V9XUYTR331,Clarks Women's Orinoco Club Short Shaft Boots,I really like this style of boot as I have had before. They are really difficult to get on initially but are comfy once they are on.,"5.0 out of 5 stars
 Really hard to get on but worth it in the end",,5,Amazon Review,2021-06-03T23:00:00.000Z,,,clarks,Boots
R1BWEL6NANZO3P,Clarks Women's Orinoco Club Short Shaft Boots,Gorgeous boots... goes with jeans and dresses,"5.0 out of 5 stars
 Clarks boots never fail",,5,Amazon Review,2021-05-24T23:00:00.000Z,,,clarks,Boots
R2UYTKAZE9A50H,Clarks Women's Orinoco Club Short Shaft Boots,Too small. Very narrow fit. I have two pairs of these exact same boots dating back to 2011. I’m sure they were a wider fit than the new ones but not bought as wider fit. Very disappointed as I had to return them.,"3.0 out of 5 stars
 Pity it’s too narrow.",,3,Amazon Review,2021-04-25T23:00:00.000Z,,,clarks,Boots
R1OBTKLBGS6Y1Q,Clarks Women's Orinoco Club Short Shaft Boots,They came 2 sizes too small. Says 5 but fits like a 3,"1.0 out of 5 stars
 Order larger size",,1,Amazon Review,2021-04-19T23:00:00.000Z,,,clarks,Boots
R29QIX5C7DGTSD,Clarks Women's Orinoco Club Short Shaft Boots,Very tight fit,"2.0 out of 5 stars
 Difficult to get on",,2,Amazon Review,2021-04-16T23:00:00.000Z,,,clarks,Boots
R1PL9G4W6UFKR0,Clarks Women's Orinoco Club Short Shaft Boots,Love these boots but I bought them thinking they would fit the same as another pair I had. They turned out to be much narrower so nowhere near as comfy.,"3.0 out of 5 stars
 Great looking and good value for money but a bit narrow for a wider foot.",,3,Amazon Review,2021-04-13T23:00:00.000Z,,,clarks,Boots
R1B7F30P3TSTR9,Clarks Women's Orinoco Club Short Shaft Boots,"Sadly I was not able to get the boots on my feet! I did have the correct size, but I guess my instep is too high, and I was unable to put the boots on. They looked lovely, and I was very sad to have to return them.","3.0 out of 5 stars
 Difficult to get on",,3,Amazon Review,2021-03-28T00:00:00.000Z,,,clarks,Boots
RR8E4KQV7Y62B,Clarks Women's Orinoco Club Short Shaft Boots,"Hi all, a very nice pair of ankle boots, my wife has these for walking the dog, has said that the soles are nice and thick so ideal for walking anywhere soft or hard ground,really comfortable to wear plus a snug fit around the ankles, so no fear of wring over on uneven ground, easy to clean and polish
A big 10 out of 10 , all you would expect from the Clarks shoes company","5.0 out of 5 stars
 Ankle boots a really good buy",,5,Amazon Review,2021-03-26T00:00:00.000Z,,,clarks,Boots
R2KH6D3CUP99NR,Clarks Women's Orinoco Club Short Shaft Boots,They are a little bit hard to get on feet but once on their very comfortable.,"5.0 out of 5 stars
 Good value for money",,5,Amazon Review,2021-03-24T00:00:00.000Z,,,clarks,Boots
R33FLK5XBAO1R0,Clarks Women's Orinoco Club Short Shaft Boots,"Style and quality excellent. Tight on the width but I do have a slight wider foot, but I can stretch them. Overall really pleased with them and my sister bought a pair too and she loves them really comfortable","5.0 out of 5 stars
 Good quality, stylish and fairly priced",,5,Amazon Review,2021-03-22T00:00:00.000Z,,,clarks,Boots
R3EZ567FBADGM1,Clarks Women's Orinoco Club Short Shaft Boots,The boots are beautiful. They make my feet look slimmer but I need to wear dressings on the back of my heels as the boots tend to hurt me. I recommend to order a size up (from your number),"4.0 out of 5 stars
 Love the boot but it's a tiny bit tight",,4,Amazon Review,2021-03-19T00:00:00.000Z,,,clarks,Boots
R3JB1Y94H6VI49,Clarks Women's Orinoco Club Short Shaft Boots,I love clarks footwear always great quality and comfy,"5.0 out of 5 stars
 Comfort",,5,Amazon Review,2021-03-06T00:00:00.000Z,,,clarks,Boots
R3018E6OLEE35Z,Clarks Women's Orinoco Club Short Shaft Boots,Brought clarks boots lots of times always fitted perfect . I could not get theses on my feet,"2.0 out of 5 stars
 Dissaported",,2,Amazon Review,2021-02-21T00:00:00.000Z,,,clarks,Boots
RUVZ3WSCHJ2I5,Clarks Women's Orinoco Club Short Shaft Boots,"These boots were absolutely fine quality, but incorrect size ordered, so they were returned unused.","5.0 out of 5 stars
 No complaints.",,5,Amazon Review,2021-02-19T00:00:00.000Z,,,clarks,Boots
RJ6JYQMM3HDOZ,Clarks Women's Orinoco Club Short Shaft Boots,Fits me but coz I have a swollen ankle an leg at the minute it will fit me even better once,"4.0 out of 5 stars
 Perfect fitting",,4,Amazon Review,2021-02-15T00:00:00.000Z,,,clarks,Boots
R105SLCZNWMM5S,Clarks Women's Orinoco Club Short Shaft Boots,Great comfy boots,"5.0 out of 5 stars
 Lovely boots",,5,Amazon Review,2021-02-12T00:00:00.000Z,,,clarks,Boots
R12RRRYJUBUG64,Clarks Women's Orinoco Club Short Shaft Boots,Very comfortable!! A very good choice.,"5.0 out of 5 stars
 Perfect!",,5,Amazon Review,2021-02-04T00:00:00.000Z,,,clarks,Boots
R1B9PP613ATRC4,Clarks Women's Orinoco Club Short Shaft Boots,Comfortable and warm. Good fit,"4.0 out of 5 stars
 Happy with boots",,4,Amazon Review,2021-02-02T00:00:00.000Z,,,clarks,Boots
R12Q7Z80SCNPLY,Clarks Women's Orinoco Club Short Shaft Boots,Came up too small,"2.0 out of 5 stars
 Too small",,2,Amazon Review,2021-02-02T00:00:00.000Z,,,clarks,Boots
RK06TJ4MQSHNT,Clarks Women's Orinoco Club Short Shaft Boots,Very tight fit,"3.0 out of 5 stars
 Nice boot",,3,Amazon Review,2021-01-27T00:00:00.000Z,,,clarks,Boots
R2GJWO6QW0KII3,Clarks Women's Orinoco Club Short Shaft Boots,"Once the boots are on, they're OK. Getting them on is a real challenge. My foot is narrow, but I still struggle to get my foot into the boot. Can't imagine how others manage.","2.0 out of 5 stars
 hard to get on!",,2,Amazon Review,2021-01-24T00:00:00.000Z,,,clarks,Boots
R1AZWMYG5NXCUX,Clarks Women's Orinoco Club Short Shaft Boots,I love it!! Very comfortable,"5.0 out of 5 stars
 Comfortable",,5,Amazon Review,2021-01-21T00:00:00.000Z,,,clarks,Boots
R20BZBZL2N6IN0,Clarks Women's Orinoco Club Short Shaft Boots,I love these boots. Really smart. Great buy,"5.0 out of 5 stars
 Stylish well made boots",,5,Amazon Review,2021-01-14T00:00:00.000Z,,,clarks,Boots
R2JS8JCIORQVY8,Clarks Women's Orinoco Club Short Shaft Boots,"I usually size 8.5 a year ago I ordered the shoes in size 8 and they were really narrow and I could not get them on my foot , I sent them back. This time I ordered size 9 they are a little too big. Like I said I am size 8.5 . the difference between 8 and 9 surprised me I thought since 8 was so small 9 would feel up like 8.5 but 9 was a little big.
beside the size they are great","4.0 out of 5 stars
 size isssues",,4,Amazon Review,2021-01-09T00:00:00.000Z,,,clarks,Boots
R27CQBNQ1HTZT6,Clarks Women's Orinoco Club Short Shaft Boots,perfect !,"5.0 out of 5 stars
 perfect for rainy days",,5,Amazon Review,2021-01-01T00:00:00.000Z,,,clarks,Boots
R35LUX84NLG1CN,Clarks Women's Orinoco Club Short Shaft Boots,Really comfortable and stylish. I love them,"5.0 out of 5 stars
 Stylish comfort",,5,Amazon Review,2020-12-21T00:00:00.000Z,,,clarks,Boots
R1W321FLLSJSAA,Clarks Women's Orinoco Club Short Shaft Boots,"I liked the look of these boots & thought they would be ok for the cold damp weather. I ordered a size bigger, however I couldn't even get my foot in. They come up very small. I returned them.","2.0 out of 5 stars
 These boots come up small.",,2,Amazon Review,2020-12-14T00:00:00.000Z,,,clarks,Boots
R62I4TWVEAELW,Clarks Women's Orinoco Club Short Shaft Boots,"As they are real leather, they take a few days to break in. But once they do, they are fabulous. Comfortable, stylish without being over the top, and I like how high they come up. Very happy!","5.0 out of 5 stars
 Really good",,5,Amazon Review,2020-12-14T00:00:00.000Z,,,clarks,Boots
RCSM3X9QS7T6Q,Clarks Women's Orinoco Club Short Shaft Boots,Shoes were too stiff,"1.0 out of 5 stars
 Review",,1,Amazon Review,2020-12-12T00:00:00.000Z,,,clarks,Boots
